SMILES,frequency,ndummys
c1cn([*:3])c([*:1])c1[*:2],1,3
CC(C)[C@@H](C[NH3+])C[*:1],1,1
O1[C@@H]([*:1])[C@H]1[*:2],1,2
Cc1cc2c(n1[*:1])CCC[C@H]2O,1,1
CC(C)C(=O)NNS(=O)(=O)[*:1],1,1
O=C(CC(=C[*:1])[*:3])[*:2],1,3
CC[S@+]([O-])[C@H](C)[*:1],1,1
C/C(=N\NC(=O)CC[*:1])[*:2],1,2
C[C@H]1CCC[C@@H]([*:1])CC1,1,1
Cc1cc2ccc3ccccc3c2cc1[*:1],1,1
Cc1nc2sc(=C[*:1])c(=O)n2n1,1,1
CCCC(CCC)=NNS(=O)(=O)[*:1],1,1
CCC(CC)[C@@H](C(N)=O)[*:1],1,1
[O-][S@+](CCC[*:2])CC[*:1],1,2
O=c1nc([*:1])[nH]c2c1CCCC2,1,1
c1ccc2c(c1)C1CCC2c2ccccc21,1,0
C[C@H]1C(=O)NC(=O)CN1[*:1],1,1
Cc1cc2c(n1C)CCC[C@H]2[*:1],1,1
CS(=O)(=O)CS(=O)(=O)O[*:1],1,1
Cc1nn2c([*:2])ccnc2c1[*:1],1,2
O=C(CC(C[*:2])C[*:3])[*:1],1,3
O=C1CS/C(=N\N[*:2])N1[*:1],1,2
C1=CC2C3C1C=C[C@H]3C2[*:1],1,1
C[C@]1(O)CCC[NH+]([*:1])C1,1,1
O=C(C(O)([*:1])[*:3])[*:2],1,3
Oc1ccc2c([*:1])noc2c1[*:2],1,2
Clc1nc([*:1])nc(Cl)c1[*:2],1,2
O=C([C@@H](Cl)C[*:2])[*:1],1,2
C[C@@]1([*:1])O[C@H]1[*:2],1,2
O[C@]1([*:1])CC([*:2])=NO1,1,2
CN1C([*:1])=NN[C@@H]1[*:2],1,2
C1CCO[C@H]([*:1])C[NH2+]C1,1,1
C1CC[C@@]([*:1])([*:2])OC1,1,2
C[C@](N)(CC(=O)[*:1])[*:2],1,2
Oc1ccc(Br)c2ccc([*:1])nc12,1,1
CC1=C/C(=N\NC(=O)[*:1])CC1,1,1
O=C(/C=C\C(Cl)(Cl)Cl)[*:1],1,1
Cc1nn([*:2])c([O-])c1[*:1],1,2
C[C@@H]1NC(=O)C[C@H]1[*:1],1,1
S=C1N=N[C@H]([*:2])N1[*:1],1,2
N[C@@]1(Cl)C=C([*:1])C=CC1,1,1
O=C([O-])C(Cl)([*:1])[*:2],1,2
Cc1cc([*:1])c2cc(Cl)ccc2n1,1,1
Cc1cc2[nH]ccc2[nH+]c1[*:1],1,1
CC(C)/C=C1\CCCC[C@H]1[*:1],1,1
S=c1nc([*:1])c2ccccc2[nH]1,1,1
C[C@@H]1CCN([*:1])[C@@H]1C,1,1
O=C([O-])/C(=C/[*:1])[*:2],1,2
C[C@@H]1CCC(=O)N([*:1])CC1,1,1
CCC[C@@H](CC[NH3+])CC[*:1],1,1
CC(=O)/C=C(/C)NNC(=O)[*:1],1,1
Clc1c([*:1])sc2cc(Br)ccc12,1,1
O=c1c([*:1])coc2cc(O)ccc12,1,1
CN(C)/C=C1\N=C([*:1])OC1=O,1,1
O[C@@H]1CCCCCC[C@@H]1[*:1],1,1
C[C@@H]1C(=O)NC(=O)N1[*:1],1,1
O=c1c(Br)cc([*:1])cn1[*:2],1,2
Cc1nc2[nH]c([*:1])nc2cc1Br,1,1
CN1C(=O)CSc2ccc([*:1])cc21,1,1
O[C@H]1CN([*:1])Cc2ccccc21,1,1
C1C[C@H]([*:2])[C@H]1[*:1],1,2
Cc1cc(C)c([*:2])c([*:1])c1,1,2
C[C@H]1C[C@](O)([*:1])CCO1,1,1
CC(C)(/C(N)=N/O[*:2])[*:1],1,2
Nc1c([*:1])c(=O)oc2ccccc12,1,1
O=C1NC[C@]([*:1])([*:2])O1,1,2
CN1C(=O)S/C(=C\N[*:1])C1=O,1,1
CN(C)/C=C1/N=C([*:1])NC1=O,1,1
O=c1c2cnc3ccnn3c2ccn1[*:1],1,1
C=C1CC(=O)N[C@@H]([*:1])C1,1,1
O=C(NO)/C(CC(=O)[*:1])=N/O,1,1
O=C1N2CCCCC[C@@H]2NN1[*:1],1,1
CC[C@H](C)[S@+]([O-])[*:1],1,1
O=C(C[C@H](O)[*:1])NN[*:2],1,2
O=C1C([*:2])=NC(=S)N1[*:1],1,2
O=C1O/C(=C\[*:1])c2ccccc21,1,1
[S-]c1nn([*:1])c[n+]1[*:2],1,2
C1C[NH2+]C[C@@H]([*:1])OC1,1,1
O=C1C[C@H]([*:1])C=C1[*:2],1,2
C[C@]([NH3+])(C[*:2])[*:1],1,2
O=C(CN(C[*:2])O[*:3])[*:1],1,3
C[C@@](N)(C(=O)[*:1])[*:2],1,2
CCC[C@H](C#N)[C@H](O)[*:1],1,1
C[C@H]1CS(=O)(=O)CCN1[*:1],1,1
O[C@@H](CCCC(F)(F)F)C[*:1],1,1
C[C@H](C[C@@H](C)Br)C[*:1],1,1
CC[C@](C)([C@@H](C)O)[*:1],1,1
C=C(C)[C@@](C)(O)C#CC[*:1],1,1
Cc1ncc2c(n1)CCC[C@H]2[*:1],1,1
c1ccc2c(c1)SCCC[C@H]2[*:1],1,1
Nc1cc2c3c(c1)CCC[NH+]3CCC2,1,0
O=C1CCC2CC(C2)C[C@H]1[*:1],1,1
CC1=C(Br)[C@@H](C)NN1[*:1],1,1
O=C1NC(=S)S/C1=C\C=C/[*:1],1,1
O=C(C(=C[*:2])C[*:3])[*:1],1,3
CCC[C@@H](C)[C@H](CC)[*:1],1,1
O=C1/C(=N/N[*:1])CCN1[*:2],1,2
O=C1CC([*:2])CC(=O)C1[*:1],1,2
[O-]C1=C([*:1])Oc2ccccc2N1,1,1
C1=C([*:2])S[C@H]([*:1])C1,1,2
Cc1nc2scc([*:1])n2c(=O)c1C,1,1
CCC[C@H](N=[N+]=[N-])[*:1],1,1
O=C1CCc2ccccc2[C@@H]1[*:1],1,1
CCC(C)(C)C(=O)NNC(=O)[*:1],1,1
Cc1cc(=O)c([O-])c([*:1])o1,1,1
C=C(C)C[C@@H](CC(C)C)[*:1],1,1
CC1=C/C(=N/NC(=O)[*:1])CC1,1,1
O=C1OCC[C@]12Sc1ncccc1C2=O,1,0
c1cc2sc([*:1])c([*:2])c2s1,1,2
N[C@H]1[NH+]=CN[C@H]1[*:1],1,1
Cc1cn([*:2])c([*:1])[nH+]1,1,2
C[C@H]1CCC([*:1])([*:2])C1,1,2
SC1=NC[NH+]([*:2])CN1[*:1],1,2
CC1(C)Cc2ccccc2C([*:1])=N1,1,1
O=C1Oc2ccccc2N[C@@H]1[*:1],1,1
c1ccc2c(c1)nc1n2CCCN1[*:1],1,1
c1nc2nc([*:1])nn2c2c1CCCC2,1,1
O[C@@]1([*:1])CCC[NH2+]CC1,1,1
[NH2+]=c1oc2ccccc2cc1[*:1],1,1
C=C(C)C[C@H](CCC(C)C)[*:1],1,1
C[C@H]1NC(=O)CN([*:1])C1=O,1,1
Cc1cccc2nc[nH+]c([*:1])c12,1,1
C[C@H]1NC(=O)C[C@@H]1[*:1],1,1
C[C@H]1[C@H](C)[NH+]1[*:1],1,1
O=C1SC([*:1])=N/C1=C\[*:2],1,2
CC1=NNC(=O)[C@@]1(Br)[*:1],1,1
O=c1c2nncn2c2ccccc2n1[*:1],1,1
O=C(C[*:1])NN/C=C1/C=CC=N1,1,1
Cc1ccc2nc([*:1])oc(=O)c2c1,1,1
C[C@H]1C(=O)NCC[NH+]1[*:1],1,1
O=C1O[C@H]([*:2])N=C1[*:1],1,2
Cc1nc2nc([*:1])[n-]c2cc1Br,1,1
Cc1cc([*:1])c([*:2])c(N)n1,1,2
Cc1cc(=O)c2cccc(Br)c2[nH]1,1,0
O=C1C(Cl)=C([*:1])CN1[*:2],1,2
Cc1cc(O)c([*:2])c([*:1])c1,1,2
CCC(=O)N(NC(=O)[*:1])[*:2],1,2
Cc1cs/c(=N\CC[*:1])n1[*:2],1,2
[NH3+][C@H]1CCN[C@H]1[*:1],1,1
CC(C)=C[C@@H](O)C(=O)[*:1],1,1
Oc1cc([*:1])c2cc(Br)ccc2c1,1,1
CC/C(=N/NC(=O)C[*:1])[*:2],1,2
c1ccc2c(c1)NCCC[NH+]2[*:1],1,1
Cc1ccc2oc(=O)c([*:1])nc2c1,1,1
O=C([C@@H](Br)C[*:2])[*:1],1,2
O=C1[C@H]([*:1])NCCN1[*:2],1,2
O=c1ccc(Br)cc([*:1])c1[O-],1,1
CC[C@@H](C#N)[C@H](O)[*:1],1,1
Cc1c(Cl)ccc2c1N([*:1])CCC2,1,1
c1cc2c(cc1[*:1])nc1n2CCSC1,1,1
CC1(C)OCC([*:1])([*:2])CO1,1,2
FC(F)C(F)(F)[C@@H](Cl)[*:1],1,1
CC[C@H](C[*:1])C(=O)NO[*:2],1,2
O=C1CN([*:1])c2cc(Br)ccc2N1,1,1
[NH3+]CC([*:1])([*:2])[*:3],1,3
C[C@]1([*:2])SC(N)=NN1[*:1],1,2
O=C1OC([*:1])=C/C1=N/N[*:2],1,2
O=S(=O)(NNC(=S)N[*:1])[*:2],1,2
C1CCC2(OCCO2)[C@H]([*:1])C1,1,1
[O-]c1nc([*:1])nc2nc[nH]c12,1,1
CN1CC[NH+](C)[C@H]([*:1])C1,1,1
c1nc2nc([*:1])c([*:2])cn2n1,1,2
C1C[C@H]([*:2])[C@@H]1[*:1],1,2
N#CC(=C[*:2])S(=O)(=O)[*:1],1,2
O=c1c2cnn([*:1])c2nnn1[*:2],1,2
c1cc2c([*:1])nc([*:2])nc2s1,1,2
O=C([O-])[C@H](N[*:1])[*:2],1,2
C[C@H](/C(N)=N/O[*:1])[*:2],1,2
C1N[C@H]([*:1])O[C@H]1[*:2],1,2
c1cc([*:1])c2nc([*:2])nn2c1,1,2
O=C1CCN([*:1])c2cc(F)ccc2N1,1,1
C[C@H]1CSc2ccccc2N([*:1])C1,1,1
CN1C[C@H]2CN([*:1])CCN2C1=O,1,1
C[C@@H]1CN([*:1])CC[C@@H]1O,1,1
C[C@]12CC=CC[C@]1(C)C(=O)N2,1,0
Cc1c([O-])[nH]c([*:1])nc1=O,1,1
Cc1cc(C)c2c(C)c([*:1])oc2c1,1,1
O=C(/C=C\CCC(=O)[*:2])[*:1],1,2
Cc1c(Br)ccc2c(Br)c(Cl)cnc12,1,0
O=C1CN([*:2])CC[C@@H]1[*:1],1,2
Cc1c(Br)c([*:1])c(C)n1[*:2],1,2
c1nn2c(c1[*:2])CN([*:1])CC2,1,2
Nc1[nH][nH+]c([*:1])c1[*:2],1,2
C=C(C)[C@H](CC(F)(F)F)[*:1],1,1
Nc1c[nH+]c([*:1])c([*:2])c1,1,2
C1C[NH2+]C([*:1])([*:2])CN1,1,2
Nc1cc([*:2])c([*:1])c[nH+]1,1,2
C[C@]12NC(=O)CN1CCc1ccccc12,1,0
O=C1OCCN([*:2])[C@@H]1[*:1],1,2
C1CCc2c(nn([*:1])c2[*:2])C1,1,2
C[C@]([NH3+])(C[*:1])C[*:2],1,2
NNC(=O)[C@H](C(F)(F)F)[*:1],1,1
C/C(=N\O[*:1])[C@H](C)[*:2],1,2
O=C1OC[C@@H](O)/C1=C/C[*:1],1,1
CSC(=N/N=C(\N[*:1])[*:2])SC,1,2
CC1(C)CC(=O)N([*:1])C(=O)C1,1,1
Nc1c([*:1])sc([*:2])c1[*:3],1,3
C[C@](C(F)(F)F)([*:1])[*:2],1,2
C1CC2=C(C1)[C@@H]([*:1])NN2,1,1
O=C1CSc2sc([*:1])cc2N1[*:2],1,2
O=C(/N=C1\SSC2=NCCN21)[*:1],1,1
[O-][n+]1c([*:1])ccnc1[*:2],1,2
CC1=C([*:2])O[C@H]([*:1])N1,1,2
N=C1NC(=O)N([*:1])C12CCOCC2,1,1
O=c1c2ccn([*:2])c2ccn1[*:1],1,2
C1=NN([*:2])[C@@H]([*:1])C1,1,2
N[C@@H]1CS(=O)(=O)C[C@H]1Cl,1,0
CC1(C)C=CN([*:1])C([S-])=N1,1,1
CC[C@H](C)S(=O)(=O)CCC[*:1],1,1
O=C1Nc2ccc(F)cc2[C@H]1[*:1],1,1
C[C@@H]1CNCc2cc([*:1])cnc21,1,1
Nc1cc([O-])nc2nnc([*:1])n12,1,1
O=S(=O)(NNC(=S)N[*:2])[*:1],1,2
[O-]c1nc([*:1])nc2n[nH]cc12,1,1
CN(S(=O)(=O)[N-][*:1])[*:2],1,2
C1C([*:2])=C([*:3])NN1[*:1],1,3
Oc1cc([*:2])c2ccccc2c1[*:1],1,2
c1cc2c(cc1[*:1])C[NH2+]CCO2,1,1
Oc1nc2ccc([*:1])cc2cc1[*:2],1,2
C[C@@H]1CNc2cc([*:1])ccc2O1,1,1
c1ccc2c(c1)CC[C@H]([*:1])O2,1,1
Cc1[nH]c(=O)cc([O-])c1[*:1],1,1
N=C1NC(=O)N([*:1])C12CCCCC2,1,1
C1=N[C@@H]([*:1])N([*:2])C1,1,2
Cc1cc2oc(Br)c([*:1])c2cc1Cl,1,1
CCC(CC)([C@H](O)[*:1])[*:2],1,2
[NH2+]=C(NN=C1CCCCC1)S[*:1],1,1
C[C@H]([P@@H](=O)[O-])[*:1],1,1
NC1=[NH+]CC2(CCOCC2)N1[*:1],1,1
N1=C([*:1])S[C@@H]([*:2])N1,1,2
Cc1nn([*:2])c2cn([*:1])nc12,1,2
C1SC[C@H]([*:2])[C@H]1[*:1],1,2
C/C(=N\NC(=O)CCC[*:1])[*:2],1,2
CC#CC[C@@H](C(=O)[O-])[*:1],1,1
Cc1nc([O-])c2nsc([*:1])c2n1,1,1
c1cc2c(cc1[*:1])C1(CC1)CNC2,1,1
O=C1COC[C@@H]([*:2])N1[*:1],1,2
Cc1cc([*:2])c([*:3])n1[*:1],1,3
c1c([*:2])nn2c1N([*:1])CCC2,1,2
c1cc2c3c(c([*:1])oc3c1)CCC2,1,1
CC[C@H](C)[C@@H](CBr)C[*:1],1,1
C[C@@H]1Cc2cc(N)ccc2N1[*:1],1,1
Cc1nc([*:2])nc2c1CCCN2[*:1],1,2
CS(=O)(=O)CCC[C@H](CO)[*:1],1,1
C(C[*:1])[C@H](C[*:2])[*:3],1,3
Cc1cc(O)c/c(=[NH+]\[*:1])s1,1,1
O=C1C(Cl)=C(Cl)C(=O)N1[*:1],1,1
N1=NN([*:2])[C@@H]([*:1])N1,1,2
Brc1ccc2[nH+]ccc([*:1])c2c1,1,1
CC1(C)C[C@H]([*:1])CN1[*:2],1,2
Cc1cc([*:2])c([*:1])c(=O)o1,1,2
c1oc2cc([*:1])[nH]c2c1[*:2],1,2
O=S1(=O)C([*:1])=Cc2ccccc21,1,1
O=C1CN([*:2])[C@H]([*:1])N1,1,2
O=c1[nH]c2cc(F)ccc2cc1[*:1],1,1
C[C@H]([S@@](C)(=O)=S)[*:1],1,1
Cc1nc([*:1])nc2c1CC[NH2+]C2,1,1
O[C@]1([*:1])CSC(=S)N1[*:2],1,2
Cc1[nH]c2c(c1[*:1])C(=O)CC2,1,1
Cc1cc(Br)c([*:2])c([*:1])c1,1,2
CCC(CC)[C@H]([NH3+])CCC(C)C,1,0
C=CC[C@@H](C(=O)[*:1])[*:2],1,2
Brc1ccc(Br)c2cc([*:1])ccc12,1,1
Nc1nc([*:2])c([*:1])c[nH+]1,1,2
O[C@@]1([*:1])C[C@@H]1[*:2],1,2
ClC1(Cl)[C@@H]2CCCC[C@@H]21,1,0
CC(C)[C@@](C)(C[NH3+])[*:1],1,1
NC1=NN([*:2])C(=O)C1=C[*:1],1,2
Cc1nc([*:1])c([*:2])c[nH+]1,1,2
O=C1Cc2ccccc2Cc2ccc(Cl)cc21,1,0
Cl[C@@H]1CCO[C@@H]([*:1])C1,1,1
CCC[C@](C)(C(=O)[*:2])[*:1],1,2
Clc1cc([*:1])nc2c(Br)cccc12,1,1
C/C=C/CS(=O)(=O)CC(=O)[*:1],1,1
O=c1cc([*:1])c2ccc(Cl)cc2o1,1,1
C(=C[*:2])[C@H]([*:1])[*:3],1,3
O=C1O[C@H]([*:1])OC2=C1CCC2,1,1
C[C@@]1([*:1])C[NH+]=C(N)N1,1,1
Cc1nc2cc3c(cc2n1[*:1])OCCO3,1,1
CN1C(N)=[NH+]C[C@@]12CCCSC2,1,0
O=C1O[C@H]([*:1])Nc2ccccc21,1,1
Oc1c([*:2])cc2ccccc2c1[*:1],1,2
O=C1C[C@@H]([*:1])n2ncnc2N1,1,1
C1CN([*:1])n2c(nnc2[*:2])S1,1,2
C=CC/N=c1\scc([*:1])n1[*:2],1,2
C[C@@H]1C(=O)CC[C@@H]1[*:1],1,1
CC1(C)SC(=S)N(N)[C@H]1[*:1],1,1
O=C1CN([*:1])c2ccc(Cl)cc2N1,1,1
C[C@@H](C[*:1])C(=O)NN[*:2],1,2
Cc1cc2c([*:1])nc3cccnc3n2n1,1,1
O=C(C[C@@H](O)[*:2])NN[*:1],1,2
Oc1ccc2cc([*:1])ccc2c1[*:2],1,2
N#C/C(=C(/[S-])N[*:1])[*:2],1,2
Nc1nc([*:1])c([*:2])c[nH+]1,1,2
CC(C)(O)C(=O)NN([*:1])[*:2],1,2
CC(C)[C@H](C[*:1])[C@H](C)O,1,1
Cc1cc2oc([*:1])cc(=O)c2cc1C,1,1
CCCC[C@H](CC)C[C@H](O)[*:1],1,1
Cc1nc([*:1])nc2c1CCCN2[*:2],1,2
Cc1[nH]c2c([*:1])c(C)sc2c1C,1,1
Cc1c([*:1])nc2sc([*:2])nn12,1,2
CC1(C)OC(=CC=N[*:1])OC1(C)C,1,1
N#C[C@@H](CC(=O)[*:2])[*:1],1,2
Nc1c([*:1])sc2nsc([*:2])c12,1,2
C=C(C)CCC[C@@H]([*:1])[*:2],1,2
CC1(C)CC(=O)C2(N=N2)C(=O)C1,1,0
CNC(S[*:1])=C(C(C)=O)C(C)=O,1,1
Cc1c([*:1])c(=O)n(C)n1[*:2],1,2
[O-]c1nc2cc(Br)cnc2nc1[*:1],1,1
c1ccc2c(c1)nc1sc([*:1])cn12,1,1
CC1=C(Br)C=CC2=NN=C[C@@H]21,1,0
Oc1ccc2c(c1)CCC[C@@H]2[*:1],1,1
O=c1nc([*:2])c([*:1])n[nH]1,1,2
Clc1cc(Cl)c(Cl)c([*:1])c1Cl,1,1
C1=C([*:1])C[C@H]([*:2])CC1,1,2
CC(C)/C=C1\CCCC\C1=N/O[*:1],1,1
C1=C[C@@]([*:1])([*:2])CCC1,1,2
CC(=N/NC(=O)[*:1])/C(C)=N/O,1,1
O=C1OC([*:2])=N/C1=N\N[*:1],1,2
C[C@@H]1CCN([*:1])CC[NH2+]1,1,1
O=C1CC(=N[*:1])c2ccccc2C1=O,1,1
C1CS/C(=N\C[*:2])N([*:1])C1,1,2
Clc1ccc2ncc([*:1])c(Cl)c2n1,1,1
CCC(CC)([C@H](N)[*:2])[*:1],1,2
C[C@H](CCl)CS(=O)(=O)C[*:1],1,1
Fc1ccc2c(c1)S[C@H]([*:1])N2,1,1
c1nc([*:2])c2sc([*:1])cc2n1,1,2
CCC/C(=N\NC(=O)C[*:1])[*:2],1,2
O=S1(=O)CCN([*:1])c2ccccc21,1,1
CC(C)CC[C@@H]([NH3+])C[*:1],1,1
Cc1cc(=O)c([*:2])c([*:1])o1,1,2
C/[NH+]=C(\N[*:1])N(C)[*:2],1,2
C1=C[C@@H]([*:2])N([*:1])C1,1,2
O=C1c2cc([*:2])nn2CCN1[*:1],1,2
O=c1n([*:1])c2ncccc2n1[*:2],1,2
Cc1csc2c([*:1])[nH+]c(C)n12,1,1
Cc1cnc2c(c1)NC(=O)CCN2[*:1],1,1
C1=NN([*:1])[C@@H]([*:2])C1,1,2
c1ccc2c(c1)Cc1ccccc1C2[*:1],1,1
Cc1c([*:2])nc2sc([*:1])nn12,1,2
c1cc([*:2])c2c(c1)ccn2[*:1],1,2
Oc1cc(Br)c([*:2])c([*:1])c1,1,2
C[C@H](CC[*:1])C(=O)NN[*:2],1,2
C[NH+]1CCC[C@@](O)([*:1])C1,1,1
Cc1nc([*:1])c2c(C)c(C)oc2n1,1,1
c1ccc2c(c1)sc1nc([*:1])cn12,1,1
C[C@H]1CCC(F)(F)[C@H]1[*:1],1,1
O[C@@H]1C=CC[C@@H]([*:1])C1,1,1
O=C([C@@H](F)C(F)(F)F)[*:1],1,1
C[C@H]1Cc2ccc(F)cc2[C@H]1Br,1,0
CC(C)(Br)[C@H](Br)C(=O)[O-],1,0
CC1=NC=C([*:2])[C@@H]1[*:1],1,2
N1=C([*:1])O[C@@H]([*:2])N1,1,2
Nc1c(O)cc([*:1])c2[nH]ncc12,1,1
C/C(CC[*:1])=N/NC(=S)N[*:2],1,2
Fc1ccc2c(c1)[C@H]([*:1])NO2,1,1
c1cc2c3c(c1)cc([*:1])n3CCS2,1,1
Cc1cc2n(n1)C[C@H]([*:1])CN2,1,1
Nc1cc2c(=O)[nH]cnc2cc1[*:1],1,1
CC[C@@H](C)N(N=O)C(=O)[*:1],1,1
O=C1c2ccccc2C(=O)C1(O)[*:1],1,1
O=C1Nc2ccccc2/C1=C\C=C[*:1],1,1
C/C=C/C=N/NC(=O)N/N=C/C=C/C,1,0
C1C([*:1])=NNC1([*:2])[*:3],1,3
CCCCCC[C@H](C(=O)[O-])[*:1],1,1
CC1(C)CC(=O)C([*:1])=C(O)C1,1,1
O[C@H](C[*:3])C([*:1])[*:2],1,3
CC(C)(C)C(=O)CC([*:1])[*:2],1,2
O=C1C=C[C@H]([*:1])NN1[*:2],1,2
Cc1c([*:1])[nH+]n([*:2])c1N,1,2
[NH3+][C@@H]1CCCCN([*:1])C1,1,1
N/C(=N\O[*:1])C([*:2])[*:3],1,3
c1cc2[nH+]c([*:1])ccc2[nH]1,1,1
O=C1CN([*:1])c2c(Cl)cccc2N1,1,1
C[C@@H](O)CC(=O)N/N=C/[*:1],1,1
C[C@@H](CCO)CCCC(C)(C)[*:1],1,1
CS(=O)(=O)CCS(=O)(=O)C[*:1],1,1
O=C([O-])C/C(=C/[*:1])[*:2],1,2
CC1=NC(=S)[C@@H]([*:1])C=C1,1,1
Cc1cc([*:1])c([*:2])c(C)c1I,1,2
[NH3+][C@H](CC(F)(F)F)[*:1],1,1
Cc1c([*:1])n(C)c2ccc(F)cc12,1,1
C[C@@H]1CCc2cccc([*:1])c2N1,1,1
CC1=Nn2c(nnc([*:1])c2=O)SC1,1,1
[NH3+]C12CCC([*:1])(CC1)CC2,1,1
CCC[C@@H](C)C[C@@H](O)[*:1],1,1
C[C@H]1CNC(=O)CC[NH+]1[*:1],1,1
Cc1[nH]c2ccccc2c(=O)c1[*:1],1,1
N=C1S[C@@H]([*:1])C=C1[*:2],1,2
C[C@@](C[*:1])(C[*:2])[*:3],1,3
N=C1[NH+]=C([*:1])c2ccccc21,1,1
CN/N=C1\C(=O)Nc2c1ccc(C)c2C,1,0
O=C1NN/C(=C\[*:1])c2ccccc21,1,1
CC1=C(Cl)[C@H](C)N([*:1])N1,1,1
O[C@@H]1CCCC[C@@H]([*:1])C1,1,1
C[C@H]1CCCC([*:1])([*:2])C1,1,2
O=C1NC=C[C@H]([*:1])[C@H]1O,1,1
Cc1[nH]nc2cc(Cl)nc([O-])c12,1,0
Cc1c([*:1])n(C)c2c(C)cccc12,1,1
Cc1nc2ccc(Br)cc2c(O)c1[*:1],1,1
Cc1cc([*:1])c2c(C)n[nH]c2n1,1,1
O=C1NCCN([*:1])C[C@H]1[*:2],1,2
c1ccc2c([*:1])n([*:2])cc2c1,1,2
Cc1ncc2c(n1)CCC[C@@H]2[*:1],1,1
CC(C)(C)C[C@H]([NH3+])[*:1],1,1
C[C@@H]1NN=C([*:1])N(N)C1=O,1,1
S=c1oc2ccc([*:2])cc2n1[*:1],1,2
O=C1c2cc([*:2])ccc2CN1[*:1],1,2
Cc1[nH+]n([*:1])c(N)c1[*:2],1,2
O=C1NC(=S)N([*:2])C1=C[*:1],1,2
CC(C)/[NH+]=C(\N[*:1])[*:2],1,2
C/C(=N\NC(=O)[*:1])C(C)(C)C,1,1
O=C1C=Cc2ccccc2/C1=N/N[*:1],1,1
O=C1CC[C@@H]2CCCCC2=C1[*:1],1,1
Br[C@]1([*:2])C[C@@H]1[*:1],1,2
CCC[C@H](CCC[*:1])C(=O)[O-],1,1
O=S1(=O)CCCS(=O)(=O)C1[*:1],1,1
n1nc([*:1])c([*:3])nc1[*:2],1,3
CC1([*:1])COP(=O)([*:2])OC1,1,2
c1cc2c(cc1[*:1])C[NH2+]CCC2,1,1
[NH3+][C@H]1CCCC(=C[*:1])C1,1,1
O=C([O-])C[S@@+]([O-])[*:1],1,1
C=CC[C@@H](C[*:1])C(=O)[O-],1,1
Clc1cc(Cl)c2cc([*:1])ccc2n1,1,1
C[C@H](C#N)[C@](C)(O)C[*:1],1,1
CN(C)S(=O)(=O)[NH+](C)[*:1],1,1
c1sc2cc([*:1])[nH]c2c1[*:2],1,2
CC1=C([*:1])S[C@H]([*:2])C1,1,2
CCS(=O)(=O)CCC[C@H](O)[*:1],1,1
c1nc([*:1])c2cn([*:2])nc2n1,1,2
CC(C)(C(N)=O)S(=O)(=O)[*:1],1,1
O=C1Nc2ccccc2C1([*:1])[*:2],1,2
O[C@@]1([*:2])CC[C@H]1[*:1],1,2
CC1(C)CO[C@](O)([*:1])CC1=O,1,1
CC1(C)CCC[C@]12C[C@H]2[*:1],1,1
C[C@]1([*:1])O[C@]1(C)[*:2],1,2
CC[C@@H](C[C@@H](C)CO)[*:1],1,1
C#CC[C@@H](C[*:1])C(=O)[O-],1,1
CC(C)CCC(=O)[C@H](C#N)[*:1],1,1
Cc1nc2ccc([*:2])cc2cc1[*:1],1,2
O=C(C[*:1])NN=C1Cc2ccccc2C1,1,1
O=C1CCN([*:1])c2ccc(I)cc2N1,1,1
c1ccc2c(c1)ccc1c3ccccc3oc21,1,0
[O-]c1[nH+]nn([*:1])c1[*:2],1,2
Cc1nc2n(C)c3ccccc3n2c1[*:1],1,1
S[C@H]1C=C([*:1])Cc2ccccc21,1,1
C1CN([*:2])C[C@H]([*:1])CO1,1,2
C1=N[C@H]([*:2])C([*:1])=N1,1,2
C[C@]1([*:1])C[C@@H]1[NH3+],1,1
O=C(N/N=C1\CCn2cccc21)[*:1],1,1
O=c1c2c([*:1])noc2ncn1[*:2],1,2
C[C@H](/C=C/C(=O)[O-])[*:1],1,1
Cc1nn2c([*:2])c([*:1])nc2s1,1,2
[NH3+][C@@H]1CCC(=C[*:1])C1,1,1
O=C(C(N[*:2])=C(Cl)Cl)[*:1],1,2
C1CCC(=C2SCC[C@H]2[*:1])CC1,1,1
Clc1ccc2[nH]c([*:1])cc2c1Cl,1,1
CC[C@H](CCC(=O)[O-])CC[*:1],1,1
C[C@H](CC(=O)NO[*:1])C[*:2],1,2
O=C1c2ccccc2OC1([*:1])[*:2],1,2
CN1C=C/C(=C/[*:1])c2ccccc21,1,1
C1CC(=[NH+][*:1])N([*:2])C1,1,2
C1OCN2CO[C@H]([*:1])[C@H]12,1,1
C/C(=N\NC(=O)C(F)(F)F)[*:1],1,1
CC[C@H](C)[C@@H](CCl)C[*:1],1,1
C1=C([*:1])NNc2nc3ccccc3n21,1,1
c1nc2ncc([*:1])c([*:2])n2n1,1,2
Oc1c([*:3])c([*:2])nn1[*:1],1,3
Cn1cc([*:1])c([*:3])c1[*:2],1,3
O=C(/C=C/NNC(=O)[*:2])[*:1],1,2
O=C1N[C@@H](O)c2cc(Br)ccc21,1,0
NC(=S)N/N=C(\C=C[*:2])[*:1],1,2
C[C@@H]([C@H](N)[*:1])[*:2],1,2
CCCCC(=O)N/N=C/C(C)=C/[*:1],1,1
c1cc2c([*:1])[nH+]ccc2[nH]1,1,1
C/C(=N\NC(=O)C(C)(C)C)[*:1],1,1
